commits_total,merge_conflicts,bus_factor,refactor_commits,fix_commits,feature_commits,docs_commits,test_commits,refactor_ratio,fix_ratio,feature_ratio,docs_ratio,test_ratio,active_days,team_size,kpi_score
185,0,8,6,77,157,26,5,0.02214022140221402,0.28413284132841327,0.5793357933579336,0.0959409594095941,0.01845018450184502,41,7,58.347621695395034
359,12,6,98,147,63,44,80,0.22685185185185186,0.3402777777777778,0.14583333333333334,0.10185185185185185,0.18518518518518517,34,4,32.734271943176054
448,14,3,97,56,39,27,42,0.3716475095785441,0.21455938697318008,0.14942528735632185,0.10344827586206896,0.16091954022988506,351,3,16.310134886894446
137,15,2,95,57,25,6,76,0.3667953667953668,0.22007722007722008,0.09652509652509653,0.023166023166023165,0.29343629343629346,61,5,8.468821071560804
82,6,1,19,47,44,1,76,0.10160427807486631,0.25133689839572193,0.23529411764705882,0.0053475935828877,0.40641711229946526,30,10,39.12753644421654
145,7,3,15,12,130,12,44,0.07042253521126761,0.056338028169014086,0.6103286384976526,0.056338028169014086,0.20657276995305165,88,9,50.68670010933178
446,3,1,78,50,93,3,58,0.2765957446808511,0.1773049645390071,0.32978723404255317,0.010638297872340425,0.20567375886524822,323,9,30.71543767609054
351,6,4,27,109,185,41,46,0.0661764705882353,0.26715686274509803,0.4534313725490196,0.10049019607843138,0.11274509803921569,155,7,50.6674053182917
100,6,6,87,96,26,23,66,0.29194630872483224,0.3221476510067114,0.087248322147651,0.07718120805369127,0.2214765100671141,335,2,35.85749747172933
335,2,8,13,99,132,20,18,0.04609929078014184,0.35106382978723405,0.46808510638297873,0.07092198581560284,0.06382978723404255,340,10,59.37030020402215
71,17,2,39,78,119,40,14,0.13448275862068965,0.2689655172413793,0.4103448275862069,0.13793103448275862,0.04827586206896552,353,13,38.37009919697686
295,17,4,13,20,154,46,65,0.0436241610738255,0.06711409395973154,0.5167785234899329,0.15436241610738255,0.2181208053691275,160,5,48.02399558701848
350,5,8,21,143,37,50,33,0.07394366197183098,0.5035211267605634,0.13028169014084506,0.176056338028169,0.11619718309859155,158,15,49.38269342079876
151,1,1,46,146,77,43,7,0.14420062695924765,0.45768025078369906,0.2413793103448276,0.13479623824451412,0.0219435736677116,297,6,40.47131446729935
496,12,2,29,58,178,43,78,0.07512953367875648,0.15025906735751296,0.46113989637305697,0.11139896373056994,0.20207253886010362,358,4,43.214990418056644
119,11,7,41,127,190,9,7,0.10962566844919786,0.339572192513369,0.5080213903743316,0.02406417112299465,0.01871657754010695,341,13,51.663211486338
478,8,1,100,46,130,32,18,0.3067484662576687,0.1411042944785276,0.3987730061349693,0.09815950920245399,0.05521472392638037,290,10,20.69652912009413
208,14,1,55,106,89,12,63,0.16923076923076924,0.3261538461538461,0.27384615384615385,0.036923076923076927,0.19384615384615383,343,5,28.298630136986304
159,7,1,69,102,147,2,63,0.1801566579634465,0.26631853785900783,0.3838120104438642,0.005221932114882507,0.16449086161879894,98,6,30.286329983189674
57,18,3,37,16,135,3,33,0.16517857142857142,0.07142857142857142,0.6026785714285714,0.013392857142857142,0.14732142857142858,150,8,42.11283023483365
343,2,1,61,101,118,18,52,0.1742857142857143,0.2885714285714286,0.33714285714285713,0.05142857142857143,0.14857142857142858,90,6,37.53287671232876
395,6,2,17,31,50,0,39,0.12408759124087591,0.22627737226277372,0.36496350364963503,0.0,0.2846715328467153,364,2,46.50454954504549
420,12,6,85,40,113,24,41,0.28052805280528054,0.132013201320132,0.37293729372937295,0.07920792079207921,0.1353135313531353,363,10,37.67887336678873
196,13,3,9,23,57,12,10,0.08108108108108109,0.2072072072072072,0.5135135135135135,0.10810810810810811,0.09009009009009009,106,3,43.13673947920523
94,15,3,44,21,158,37,72,0.13253012048192772,0.06325301204819277,0.4759036144578313,0.11144578313253012,0.21686746987951808,116,5,44.8089206139627
284,17,7,31,19,188,34,14,0.10839160839160839,0.06643356643356643,0.6573426573426573,0.11888111888111888,0.04895104895104895,280,12,58.53841364115336
420,10,8,11,54,48,20,52,0.05945945945945946,0.2918918918918919,0.2594594594594595,0.10810810810810811,0.2810810810810811,49,6,45.02258422806368
454,9,4,44,25,84,11,77,0.1825726141078838,0.1037344398340249,0.34854771784232363,0.04564315352697095,0.31950207468879666,53,6,42.29241743875405
59,10,4,94,29,57,37,59,0.34057971014492755,0.10507246376811594,0.20652173913043478,0.13405797101449277,0.213768115942029,346,15,26.681755012904517
186,14,3,31,131,186,44,66,0.06768558951965066,0.28602620087336245,0.40611353711790393,0.09606986899563319,0.14410480349344978,140,14,39.8894239397021
262,13,4,16,98,119,46,42,0.04984423676012461,0.3052959501557632,0.3707165109034268,0.14330218068535824,0.1308411214953271,191,2,42.32360346519866
55,20,7,36,118,70,0,53,0.1299638989169675,0.4259927797833935,0.2527075812274368,0.0,0.19133574007220217,274,13,45.07111418822017
232,14,3,52,129,85,22,17,0.17049180327868851,0.42295081967213116,0.2786885245901639,0.07213114754098361,0.05573770491803279,236,15,32.29845048282057
76,9,3,45,61,24,5,60,0.23076923076923078,0.3128205128205128,0.12307692307692308,0.02564102564102564,0.3076923076923077,131,8,27.704776958201617
480,5,8,19,132,84,13,34,0.0673758865248227,0.46808510638297873,0.2978723404255319,0.04609929078014184,0.12056737588652482,304,6,52.51544739143107
237,3,6,17,91,177,47,28,0.04722222222222222,0.25277777777777777,0.49166666666666664,0.13055555555555556,0.07777777777777778,160,8,58.080669710806696
411,6,6,24,114,50,37,38,0.09125475285171103,0.43346007604562736,0.19011406844106463,0.14068441064638784,0.1444866920152091,343,14,54.02562633470494
380,17,1,84,35,42,0,42,0.41379310344827586,0.1724137931034483,0.20689655172413793,0.0,0.20689655172413793,178,13,2.6452527161077053
341,1,7,90,34,147,21,54,0.26011560693641617,0.09826589595375723,0.42485549132947975,0.06069364161849711,0.15606936416184972,319,10,53.92477630849633
296,20,7,9,119,117,11,42,0.030201342281879196,0.39932885906040266,0.3926174496644295,0.03691275167785235,0.14093959731543623,258,12,43.23223315252368
171,18,2,37,10,24,26,10,0.34579439252336447,0.09345794392523364,0.22429906542056074,0.24299065420560748,0.09345794392523364,322,2,18.158622455511463
239,14,6,7,120,190,31,17,0.019178082191780823,0.3287671232876712,0.5205479452054794,0.08493150684931507,0.04657534246575343,92,7,42.36986301369863
336,10,3,70,64,71,39,77,0.21806853582554517,0.19937694704049844,0.22118380062305296,0.12149532710280374,0.2398753894080997,272,10,32.85998378355311
114,2,3,25,139,25,39,46,0.09124087591240876,0.5072992700729927,0.09124087591240876,0.14233576642335766,0.1678832116788321,288,6,48.93060693930607
415,9,2,50,21,155,0,64,0.1724137931034483,0.07241379310344828,0.5344827586206896,0.0,0.2206896551724138,217,5,39.36915446386396
241,12,5,64,30,173,49,29,0.1855072463768116,0.08695652173913043,0.5014492753623189,0.14202898550724638,0.08405797101449275,21,3,45.21520746476078
376,18,7,38,112,191,42,18,0.09476309226932668,0.2793017456359102,0.4763092269326683,0.10473815461346633,0.04488778054862843,15,8,49.13316025005978
290,12,6,79,77,81,31,42,0.25483870967741934,0.24838709677419354,0.26129032258064516,0.1,0.13548387096774195,146,10,34.06451612903226
303,5,8,78,130,85,9,76,0.20634920634920634,0.3439153439153439,0.22486772486772486,0.023809523809523808,0.20105820105820105,161,9,44.533521780097125
382,19,1,36,83,53,46,56,0.13138686131386862,0.3029197080291971,0.19343065693430658,0.1678832116788321,0.20437956204379562,299,9,32.03749625037496
367,9,2,34,114,107,1,42,0.11409395973154363,0.3825503355704698,0.35906040268456374,0.003355704697986577,0.14093959731543623,208,8,37.030523122184434
109,13,6,8,57,20,21,67,0.046242774566473986,0.32947976878612717,0.11560693641618497,0.12138728323699421,0.3872832369942196,348,9,46.27001346108164
369,2,7,55,52,25,10,65,0.26570048309178745,0.25120772946859904,0.12077294685990338,0.04830917874396135,0.3140096618357488,240,4,45.38428959036464
193,12,7,24,73,149,29,76,0.06837606837606838,0.20797720797720798,0.42450142450142453,0.08262108262108261,0.21652421652421652,65,5,48.96733403582718
207,7,8,84,76,78,16,50,0.27631578947368424,0.25,0.2565789473684211,0.05263157894736842,0.16447368421052633,352,6,38.96007570295602
260,15,1,26,118,49,9,24,0.11504424778761062,0.5221238938053098,0.2168141592920354,0.03982300884955752,0.10619469026548672,287,8,28.307613044005336
407,11,7,14,50,44,21,11,0.1,0.35714285714285715,0.3142857142857143,0.15,0.07857142857142857,294,10,50.67025440313112
62,1,6,75,43,152,24,29,0.23219814241486067,0.13312693498452013,0.47058823529411764,0.07430340557275542,0.08978328173374613,315,8,56.2980406293736
438,8,2,38,137,53,20,11,0.14671814671814673,0.528957528957529,0.20463320463320464,0.07722007722007722,0.04247104247104247,313,3,31.947902893108367
187,10,8,17,111,134,41,20,0.05263157894736842,0.34365325077399383,0.4148606811145511,0.12693498452012383,0.06191950464396285,362,5,48.17871835107512
377,2,1,18,132,46,28,20,0.07377049180327869,0.5409836065573771,0.1885245901639344,0.11475409836065574,0.08196721311475409,63,7,35.92039074781047
95,2,6,18,18,138,10,79,0.06844106463878327,0.06844106463878327,0.5247148288973384,0.03802281368821293,0.30038022813688214,272,12,67.79827074326789
271,1,7,99,26,143,24,6,0.33221476510067116,0.087248322147651,0.4798657718120805,0.08053691275167785,0.020134228187919462,343,14,46.87312678128161
222,14,5,62,121,199,33,39,0.13656387665198239,0.2665198237885463,0.43832599118942733,0.07268722466960352,0.08590308370044053,315,15,49.82167642266611
132,9,7,40,45,152,50,54,0.11730205278592376,0.13196480938416422,0.44574780058651026,0.1466275659824047,0.15835777126099707,127,15,54.266118989274105
126,3,5,73,85,30,48,77,0.23322683706070288,0.2715654952076677,0.09584664536741214,0.15335463258785942,0.24600638977635783,20,8,43.80911637270778
91,7,3,99,19,129,47,73,0.26975476839237056,0.051771117166212535,0.35149863760217986,0.12806539509536785,0.1989100817438692,59,9,33.09840991377702
421,2,5,51,133,179,9,78,0.11333333333333333,0.29555555555555557,0.3977777777777778,0.02,0.17333333333333334,304,10,63.297716894977164
321,20,1,82,29,181,22,41,0.23098591549295774,0.08169014084507042,0.5098591549295775,0.061971830985915494,0.11549295774647887,353,10,28.934207987651938
285,11,6,16,32,126,23,75,0.058823529411764705,0.11764705882352941,0.4632352941176471,0.08455882352941177,0.2757352941176471,324,8,54.1074738114424
375,12,4,94,38,141,1,11,0.3298245614035088,0.13333333333333333,0.49473684210526314,0.0035087719298245615,0.03859649122807018,167,15,26.14732035568373
221,10,3,37,22,102,0,52,0.17370892018779344,0.10328638497652583,0.4788732394366197,0.0,0.24413145539906103,363,11,42.6768280918387
359,8,2,69,122,188,3,74,0.1513157894736842,0.2675438596491228,0.41228070175438597,0.006578947368421052,0.16228070175438597,94,12,36.01574140831531
389,16,7,53,150,78,19,70,0.14324324324324325,0.40540540540540543,0.21081081081081082,0.051351351351351354,0.1891891891891892,259,12,43.71010736764161
277,8,8,47,140,153,33,8,0.12335958005249344,0.3674540682414698,0.4015748031496063,0.08661417322834646,0.02099737532808399,167,7,49.539639736813726
471,20,4,74,147,49,31,10,0.2379421221864952,0.47266881028938906,0.15755627009646303,0.09967845659163987,0.03215434083601286,95,5,25.098797515746824
449,5,2,64,70,141,33,44,0.18181818181818182,0.19886363636363635,0.4005681818181818,0.09375,0.125,317,3,41.87371575342466
204,15,6,9,125,52,39,5,0.0391304347826087,0.5434782608695652,0.22608695652173913,0.16956521739130434,0.021739130434782608,103,10,37.476176295413936
355,0,3,81,64,184,26,23,0.21428571428571427,0.1693121693121693,0.48677248677248675,0.06878306878306878,0.06084656084656084,246,3,49.99949264332827
80,4,8,71,24,100,41,22,0.2751937984496124,0.09302325581395349,0.3875968992248062,0.15891472868217055,0.08527131782945736,204,7,46.13560581926304
439,6,5,59,67,185,2,67,0.15526315789473685,0.1763157894736842,0.4868421052631579,0.005263157894736842,0.1763157894736842,284,3,55.83777937995676
375,6,3,84,133,87,18,41,0.23140495867768596,0.36639118457300274,0.2396694214876033,0.049586776859504134,0.11294765840220386,197,4,32.28265217555379
380,7,8,98,28,31,17,33,0.47342995169082125,0.13526570048309178,0.1497584541062802,0.0821256038647343,0.15942028985507245,305,10,18.96793726424459
455,12,5,18,114,111,7,78,0.054878048780487805,0.3475609756097561,0.3384146341463415,0.021341463414634148,0.23780487804878048,293,14,46.955771800868696
186,3,5,87,66,54,1,60,0.3246268656716418,0.2462686567164179,0.20149253731343283,0.0037313432835820895,0.22388059701492538,107,9,36.107544469433655
217,15,5,58,135,69,42,34,0.17159763313609466,0.3994082840236686,0.20414201183431951,0.1242603550295858,0.10059171597633136,314,2,41.46113317662317
311,17,3,96,136,156,30,9,0.22482435597189696,0.3185011709601874,0.36533957845433257,0.0702576112412178,0.02107728337236534,10,14,26.270475762728186
64,8,2,63,88,191,4,17,0.17355371900826447,0.24242424242424243,0.5261707988980716,0.011019283746556474,0.046831955922865015,22,10,33.78070870598891
277,4,8,9,69,104,28,27,0.0379746835443038,0.2911392405063291,0.4388185654008439,0.11814345991561181,0.11392405063291139,300,10,56.44292237442923
445,17,1,16,70,88,9,72,0.06274509803921569,0.27450980392156865,0.34509803921568627,0.03529411764705882,0.2823529411764706,37,14,30.01665323663712
331,7,5,49,23,120,7,20,0.2237442922374429,0.1050228310502283,0.547945205479452,0.0319634703196347,0.091324200913242,299,7,49.098173515981735
249,6,1,53,56,101,10,5,0.23555555555555555,0.24888888888888888,0.4488888888888889,0.044444444444444446,0.022222222222222223,186,15,27.65905631659057
170,5,6,74,16,23,22,24,0.46540880503144655,0.10062893081761007,0.14465408805031446,0.13836477987421383,0.1509433962264151,63,5,20.375592314982338
416,0,5,29,16,188,41,77,0.08262108262108261,0.045584045584045586,0.5356125356125356,0.1168091168091168,0.21937321937321938,19,15,69.23463294696171
253,12,2,84,34,120,48,54,0.24705882352941178,0.1,0.35294117647058826,0.1411764705882353,0.1588235294117647,68,6,26.019742143432715
472,17,6,88,44,180,48,38,0.22110552763819097,0.11055276381909548,0.45226130653266333,0.12060301507537688,0.09547738693467336,217,14,43.148482136710946
392,14,6,6,148,186,25,51,0.014423076923076924,0.3557692307692308,0.44711538461538464,0.06009615384615385,0.12259615384615384,240,9,42.927094309799784
189,16,6,64,54,70,15,21,0.2857142857142857,0.24107142857142858,0.3125,0.06696428571428571,0.09375,323,4,33.53180039138943
463,18,4,41,104,63,36,21,0.15471698113207547,0.39245283018867927,0.23773584905660378,0.13584905660377358,0.07924528301886792,212,3,38.26260015507883
445,12,2,70,146,180,30,77,0.13916500994035785,0.29025844930417494,0.35785288270377735,0.05964214711729622,0.15308151093439365,311,5,36.484926060077896
245,9,1,72,35,61,15,51,0.3076923076923077,0.14957264957264957,0.2606837606837607,0.0641025641025641,0.21794871794871795,137,8,16.09466104671584
284,15,6,62,31,49,2,13,0.39490445859872614,0.19745222929936307,0.31210191082802546,0.012738853503184714,0.08280254777070063,98,11,19.52717912922083
258,7,2,87,19,159,13,27,0.28524590163934427,0.06229508196721312,0.521311475409836,0.04262295081967213,0.08852459016393442,286,2,31.08993936671906
482,5,7,49,92,92,44,26,0.1617161716171617,0.30363036303630364,0.30363036303630364,0.14521452145214522,0.0858085808580858,145,14,50.624915231249155
294,0,5,97,15,128,0,59,0.32441471571906355,0.05016722408026756,0.4280936454849498,0.0,0.19732441471571907,351,8,50.00888807440326
233,5,4,94,108,181,43,59,0.19381443298969073,0.22268041237113403,0.3731958762886598,0.088659793814433,0.12164948453608247,195,8,46.15061432001129
493,14,8,68,80,76,49,38,0.21864951768488747,0.2572347266881029,0.24437299035369775,0.15755627009646303,0.12218649517684887,93,6,37.01352244196802
265,7,6,68,150,200,25,44,0.13963039014373715,0.3080082135523614,0.4106776180698152,0.0513347022587269,0.09034907597535935,199,12,51.21986723298922
276,3,5,36,79,104,38,77,0.10778443113772455,0.23652694610778444,0.31137724550898205,0.11377245508982035,0.23053892215568864,239,3,62.56139775244033
247,1,8,39,105,44,19,18,0.17333333333333334,0.4666666666666667,0.19555555555555557,0.08444444444444445,0.08,141,11,50.67595129375951
180,9,4,58,122,25,6,40,0.23107569721115537,0.4860557768924303,0.099601593625498,0.02390438247011952,0.1593625498007968,26,9,25.78445123615129
472,16,8,89,88,22,8,15,0.4009009009009009,0.3963963963963964,0.0990990990990991,0.036036036036036036,0.06756756756756757,192,15,14.116623472787856
443,19,4,98,131,156,12,15,0.23786407766990292,0.3179611650485437,0.3786407766990291,0.02912621359223301,0.03640776699029126,74,10,29.792824843729232
218,5,2,36,36,169,32,61,0.10778443113772455,0.10778443113772455,0.5059880239520959,0.09580838323353294,0.18263473053892215,122,6,50.15027479288
172,9,1,71,57,52,48,56,0.25,0.2007042253521127,0.18309859154929578,0.16901408450704225,0.19718309859154928,221,14,21.925284584217632
122,0,4,90,110,65,34,43,0.2631578947368421,0.3216374269005848,0.19005847953216373,0.09941520467836257,0.12573099415204678,221,15,42.989385564367545
173,3,4,62,11,164,41,11,0.21453287197231835,0.03806228373702422,0.5674740484429066,0.14186851211072665,0.03806228373702422,243,11,53.115964355121584
318,9,8,49,143,156,25,17,0.12564102564102564,0.36666666666666664,0.4,0.0641025641025641,0.04358974358974359,56,3,46.27994380049174
241,0,4,67,129,81,47,71,0.16962025316455695,0.3265822784810127,0.20506329113924052,0.1189873417721519,0.17974683544303796,348,15,54.96965493324086
89,10,1,76,112,50,14,79,0.229607250755287,0.338368580060423,0.1510574018126888,0.04229607250755287,0.23867069486404835,111,6,17.55982286967678
145,7,6,81,135,174,44,53,0.16632443531827515,0.27720739219712526,0.35728952772073924,0.09034907597535935,0.10882956878850103,32,13,46.49893111304886
500,16,3,34,93,114,34,58,0.1021021021021021,0.27927927927927926,0.34234234234234234,0.1021021021021021,0.17417417417417416,271,7,44.21082726562178
300,10,7,35,129,100,38,33,0.1044776119402985,0.3850746268656716,0.29850746268656714,0.11343283582089553,0.09850746268656717,278,14,49.18135350644041
211,16,3,60,148,68,35,69,0.15789473684210525,0.3894736842105263,0.17894736842105263,0.09210526315789473,0.18157894736842106,92,11,32.04974765681326
149,9,1,69,13,47,21,6,0.4423076923076923,0.08333333333333333,0.30128205128205127,0.1346153846153846,0.038461538461538464,176,13,3.6801896733403594
203,5,1,99,22,122,30,54,0.30275229357798167,0.0672782874617737,0.3730886850152905,0.09174311926605505,0.1651376146788991,168,12,25.68210380796782
199,10,2,71,37,74,32,65,0.25448028673835127,0.13261648745519714,0.26523297491039427,0.11469534050179211,0.23297491039426524,266,6,26.661756763391764
431,7,3,21,132,64,17,56,0.07241379310344828,0.45517241379310347,0.2206896551724138,0.05862068965517241,0.19310344827586207,84,6,38.89206424185168
73,18,1,32,30,72,16,27,0.1807909604519774,0.1694915254237288,0.4067796610169492,0.0903954802259887,0.15254237288135594,115,8,28.484946985527436
74,0,6,10,110,190,44,35,0.02570694087403599,0.2827763496143959,0.4884318766066838,0.11311053984575835,0.08997429305912596,216,3,60.64527943092581
177,19,5,76,91,169,31,64,0.17633410672853828,0.2111368909512761,0.39211136890951276,0.07192575406032482,0.14849187935034802,160,13,44.47716365254426
151,20,3,86,55,136,9,63,0.24641833810888253,0.15759312320916904,0.38968481375358166,0.025787965616045846,0.18051575931232092,335,3,32.491619892452015
222,15,7,36,134,163,9,63,0.08888888888888889,0.3308641975308642,0.4024691358024691,0.022222222222222223,0.15555555555555556,107,14,48.206494165398276
72,11,7,51,109,197,0,61,0.12200956937799043,0.2607655502392344,0.47129186602870815,0.0,0.145933014354067,180,10,49.88202136724128
346,13,1,40,146,123,8,59,0.10638297872340426,0.3882978723404255,0.3271276595744681,0.02127659574468085,0.15691489361702127,312,6,33.50003643252696
195,18,8,18,118,198,21,13,0.04891304347826087,0.32065217391304346,0.5380434782608695,0.057065217391304345,0.035326086956521736,292,12,48.07608695652175
93,14,7,91,140,170,17,66,0.18801652892561985,0.2892561983471074,0.3512396694214876,0.03512396694214876,0.13636363636363635,205,14,41.65119438469376
409,14,8,100,124,127,1,40,0.25510204081632654,0.3163265306122449,0.3239795918367347,0.002551020408163265,0.10204081632653061,126,6,32.3765376013419
396,17,2,77,15,140,2,79,0.24600638977635783,0.04792332268370607,0.4472843450479233,0.006389776357827476,0.2523961661341853,307,9,31.1831152348024
275,10,2,45,66,126,15,72,0.1388888888888889,0.2037037037037037,0.3888888888888889,0.046296296296296294,0.2222222222222222,146,6,36.574074074074076
224,13,2,86,45,37,23,27,0.3944954128440367,0.20642201834862386,0.16972477064220184,0.10550458715596331,0.12385321100917432,280,11,9.129194420007543
127,9,8,41,99,117,27,50,0.12275449101796407,0.2964071856287425,0.3502994011976048,0.08083832335329341,0.1497005988023952,225,3,50.42051513411533
165,14,4,48,105,148,45,52,0.12060301507537688,0.2638190954773869,0.37185929648241206,0.11306532663316583,0.1306532663316583,189,6,45.58652853307634
402,3,7,96,150,168,3,21,0.2191780821917808,0.3424657534246575,0.3835616438356164,0.00684931506849315,0.04794520547945205,170,4,47.07534246575343
181,11,6,70,75,190,9,61,0.1728395061728395,0.18518518518518517,0.4691358024691358,0.022222222222222223,0.1506172839506173,347,4,48.457128361237956
240,11,3,47,61,173,28,37,0.13583815028901733,0.17630057803468208,0.5,0.08092485549132948,0.1069364161849711,243,14,43.47905614062872
478,4,5,43,79,46,34,80,0.1524822695035461,0.2801418439716312,0.16312056737588654,0.12056737588652482,0.28368794326241137,164,11,53.285582434664335
476,19,2,79,133,104,48,71,0.18160919540229886,0.3057471264367816,0.23908045977011494,0.1103448275862069,0.1632183908045977,264,13,30.19115099984254
56,14,2,86,150,41,43,52,0.23118279569892472,0.4032258064516129,0.11021505376344086,0.11559139784946236,0.13978494623655913,54,3,18.780048608042428
408,11,1,28,54,74,25,56,0.11814345991561181,0.22784810126582278,0.31223628691983124,0.10548523206751055,0.23628691983122363,338,10,36.49933529853765
369,3,4,89,126,111,40,74,0.20227272727272727,0.2863636363636364,0.25227272727272726,0.09090909090909091,0.16818181818181818,329,13,47.85912204234123
386,14,6,52,57,49,6,28,0.2708333333333333,0.296875,0.2552083333333333,0.03125,0.14583333333333334,245,8,32.41866438356165
116,15,8,54,120,134,5,74,0.13953488372093023,0.31007751937984496,0.3462532299741602,0.012919896640826873,0.19121447028423771,51,7,44.329121093058646
478,17,1,49,117,114,24,72,0.13031914893617022,0.31117021276595747,0.30319148936170215,0.06382978723404255,0.19148936170212766,355,9,33.26460944331099
435,11,1,32,64,156,31,51,0.09580838323353294,0.19161676646706588,0.46706586826347307,0.09281437125748503,0.15269461077844312,202,7,37.93478795832992
180,20,2,52,49,198,37,23,0.14484679665738162,0.13649025069637882,0.5515320334261838,0.10306406685236769,0.06406685236768803,154,2,38.52184530850536
247,6,5,41,24,61,49,17,0.21354166666666666,0.125,0.3177083333333333,0.2552083333333333,0.08854166666666667,288,8,49.919163812785385
405,6,1,31,122,97,2,9,0.11877394636015326,0.4674329501915709,0.3716475095785441,0.007662835249042145,0.034482758620689655,80,6,33.2031701044455
419,16,7,10,33,94,40,58,0.0425531914893617,0.14042553191489363,0.4,0.1702127659574468,0.24680851063829787,106,6,48.771203730690765
62,1,2,74,75,128,14,8,0.24749163879598662,0.2508361204013378,0.4280936454849498,0.046822742474916385,0.026755852842809364,213,8,38.063293169010855
378,12,5,9,44,155,39,11,0.03488372093023256,0.17054263565891473,0.6007751937984496,0.1511627906976744,0.04263565891472868,281,13,50.72916002973346
207,9,5,9,80,84,3,70,0.036585365853658534,0.3252032520325203,0.34146341463414637,0.012195121951219513,0.2845528455284553,305,8,47.54800089096781
173,20,7,44,55,143,14,32,0.1527777777777778,0.1909722222222222,0.4965277777777778,0.04861111111111111,0.1111111111111111,88,5,47.108257229832574
490,8,8,10,40,33,16,37,0.07352941176470588,0.29411764705882354,0.2426470588235294,0.11764705882352941,0.27205882352941174,184,3,50.99848912167607
236,4,5,46,123,138,29,62,0.11557788944723618,0.30904522613065327,0.34673366834170855,0.0728643216080402,0.15577889447236182,89,11,56.51314793143803
72,7,8,64,132,178,0,24,0.16080402010050251,0.3316582914572864,0.4472361809045226,0.0,0.06030150753768844,127,13,47.496007434432435
218,4,1,29,10,147,40,80,0.09477124183006536,0.032679738562091505,0.4803921568627451,0.13071895424836602,0.26143790849673204,96,10,49.42944757811801
263,3,1,32,132,113,22,31,0.09696969696969697,0.4,0.3424242424242424,0.06666666666666667,0.09393939393939393,320,13,44.32295558322956
437,14,8,39,20,94,32,49,0.16666666666666666,0.08547008547008547,0.4017094017094017,0.13675213675213677,0.2094017094017094,84,8,47.68914646996839
489,9,2,74,125,54,13,54,0.23125,0.390625,0.16875,0.040625,0.16875,208,12,22.989940068493155
467,16,7,27,114,60,34,25,0.10384615384615385,0.43846153846153846,0.23076923076923078,0.13076923076923078,0.09615384615384616,144,15,45.741833508956795
383,19,1,81,145,174,19,56,0.1705263157894737,0.30526315789473685,0.3663157894736842,0.04,0.11789473684210526,185,12,26.976351838500356
305,0,6,62,27,162,47,57,0.17464788732394365,0.07605633802816901,0.4563380281690141,0.1323943661971831,0.16056338028169015,108,3,62.64846613930155
268,5,6,78,114,98,19,21,0.23636363636363636,0.34545454545454546,0.296969696969697,0.05757575757575758,0.06363636363636363,273,7,43.088210875882105
156,0,1,74,15,159,5,59,0.23717948717948717,0.04807692307692308,0.5096153846153846,0.016025641025641024,0.1891025641025641,83,9,40.39339655778012
57,5,6,61,112,153,0,18,0.17732558139534885,0.32558139534883723,0.44476744186046513,0.0,0.05232558139534884,41,3,47.64013220770946
321,5,3,90,126,193,13,64,0.18518518518518517,0.25925925925925924,0.39711934156378603,0.026748971193415638,0.13168724279835392,166,2,41.907717458706806
287,11,2,84,67,34,43,36,0.3181818181818182,0.2537878787878788,0.12878787878787878,0.16287878787878787,0.13636363636363635,111,5,13.81979036944791
270,18,6,7,119,133,14,44,0.022082018927444796,0.3753943217665615,0.4195583596214511,0.04416403785488959,0.138801261829653,197,10,42.39894559439955
198,19,3,99,139,26,49,44,0.2773109243697479,0.38935574229691877,0.07282913165266107,0.13725490196078433,0.12324929971988796,105,6,18.56440658455163
67,5,6,69,12,166,8,76,0.2084592145015106,0.03625377643504532,0.5015105740181269,0.02416918429003021,0.229607250755287,151,5,53.23918801473329
417,2,7,86,70,80,47,54,0.2551928783382789,0.20771513353115728,0.23738872403560832,0.1394658753709199,0.16023738872403562,212,8,47.82695825372952
79,0,7,60,97,183,47,26,0.14527845036319612,0.23486682808716708,0.4430992736077482,0.11380145278450363,0.06295399515738499,94,3,61.6508673587847
230,2,3,48,39,82,39,19,0.21145374449339208,0.17180616740088106,0.36123348017621143,0.17180616740088106,0.08370044052863436,183,15,45.75795063665439
237,8,4,88,27,140,16,68,0.25958702064896755,0.07964601769911504,0.41297935103244837,0.0471976401179941,0.20058997050147492,232,14,38.69725623307876
126,8,2,45,79,62,7,59,0.17857142857142858,0.3134920634920635,0.24603174603174602,0.027777777777777776,0.23412698412698413,94,6,31.03767123287671
414,17,4,48,110,160,49,6,0.128686327077748,0.2949061662198391,0.4289544235924933,0.13136729222520108,0.0160857908847185,71,12,42.58922472364024
386,1,7,6,67,110,49,36,0.022388059701492536,0.25,0.41044776119402987,0.1828358208955224,0.13432835820895522,171,10,58.659629932529135
215,16,8,32,42,24,12,11,0.2644628099173554,0.34710743801652894,0.19834710743801653,0.09917355371900827,0.09090909090909091,256,11,31.72998981093626
172,5,8,82,118,27,9,52,0.2847222222222222,0.4097222222222222,0.09375,0.03125,0.18055555555555555,145,7,33.392551369863014
401,9,5,8,24,142,40,18,0.034482758620689655,0.10344827586206896,0.6120689655172413,0.1724137931034483,0.07758620689655173,84,15,51.2282711384034
50,12,6,77,36,91,2,25,0.3333333333333333,0.15584415584415584,0.3939393939393939,0.008658008658008658,0.10822510822510822,87,2,27.598707228844216
145,3,8,54,107,137,27,13,0.15976331360946747,0.3165680473372781,0.40532544378698226,0.07988165680473373,0.038461538461538464,325,8,56.490516332982075
